,review,polarity,division
1198,magnificent product impeccable voice recognition,0.875,positive
467,main disadvantage not portable require continous power supply not mention product description sound quality poor no bass like play songs mobile,0.0304,positive
3518,make alexa portable device provide battery backup system would flexible takeout,0.5,positive
3315,make china,0,neutral
1791,make purchase next day price reduce sffered loss no options return bad choice,-0.35,negative
1228,make update alexa speak tamil,0,neutral
4060,make weird call night without command,-0.5,negative
2334,manipulative not give customer options choose everything targetted purse,0,neutral
1204,many limitationslong way go alexa,0.5,positive
2682,many many connectivity issue router,0.5,positive
170,many surprise own alexa eco dottoo many bug recognize voice oftentimes not understand command keep play exist doesnt work reset command doesnt understand request choice songs paly like if wish play specific album gana amazon music stick play jio savan horrible experience eco dotamazon team pls fix bug update else customer review wont let,-0.02,negative
1874,many time irritate not use much music purpose almost useless irritate long way go,-0.1393,negative
744,many time try install phone but not connect dont know happen please help otherwise will return item,0.5,positive
2026,marvel technology,0,neutral
3434,mast smart speak ha,0.2143,positive
872,maximum time saysi trouble hear not respond voice commandsnot happy product waste money buy google mini,0.3,positive
2233,maximum volume scream make stop sometimesotherwise first smart speaker like,0.3548,positive
1138,mean every home great feature sound quality,0.6,positive
3049,ment must hav product house,0,neutral
1523,mera echo dot ka setup nahi hobraha haibar bar error aa raha hai us error ki image bhej raha hu please iska solutions kijia,0,neutral
3713,mic super,0.3333,positive
2169,microphone not mark decide recognize voice if volume higher side need speak loud infront mic if volume higher side,0.2,positive
2010,microphone powerful,0.4,positive
1244,microphone sensitivity superb alexa skills good sound clarity speakers need improvement,0.7,positive
1713,microphone work bluetooth connectivity,0,neutral
221,might helpful request technical team product please not delete reviewit get really bad software answer alexa would sorry dont know one not sure annoy will get know time google much much better alexa google google know every answer question alexa not good good like tune light off take knowlegde purpose not good even alexa dont know many hit bolleywood song if command say name song artist think google better job alexa really bad software trust,0.0117,positive
2849,mind blow,0,neutral
3365,mind blow,0,neutral
314,mind blow purchaseneed improve n skills music lover kerala try add track regional languages otherwise try link youtube get full range songs lqnguages,0.425,positive
119,mindblowing purchase every respect,0,neutral
1813,mindblowing superb paisa wasool go m love,0.5333,positive
1789,mom love,0,neutral
3393,money,0,neutral
3999,month device doesnot work,0,neutral
2470,month not work,0.5,positive
3481,month not work deviceplease not buy dum products,0,neutral
2872,months litlle issue command recognition,-0.2,negative
28,months things foundworks better if connection minimum mbpsi start get bug software issuealexa listen sometimes say sorry dont know thatsometimes songs stop play middle itselfit doesnt recognise voice even activate many timesafter command doesnt followdisconnects reconnects network itselfthe sound decrease volume level cant hear music properly meter range background noice fanvehiclesamazon please send software update solve thesethanks,0.0333,positive
904,months usage clarity alexa miss hear sharp tone like old record voice,-0.1062,negative
649,months usage speaker starded sound like speak close nose no idea repair,-0.1,negative
1619,months use condition device video,0,neutral
2348,months work smooth without trouble,0.1,positive
3179,mood changer,0,neutral
1464,mostly itshard stop song will never respond butcomparing googlemin use year thts best go google mini u will regret aft get echo dot,0.75,positive
2184,mostly use kid love,0.5,positive
260,mother really like voice recognition need optimization call japanese artist clearly but alexa need better hear will play trendy hindi songs instead sometimes destroy moodall great but prefer normal bluetooth speaker control phone no jhanjhat no disappointment,0.3312,positive
1634,much batter but wifi down one buy must wifi time inter face heat issue one night,-0.0269,negative
3005,much better google homebetter mic sensitivitybetter recognitionbetter soundbetter everything,0.5,positive
1163,much helpful age artificial intelligence,-0.17,negative
341,much improvement neededwhile use mobile wifi hotspot every time make set upit give facility like bluetooth speaker connectivity bluetooth speakers connect fasttrying many days doesnt discover work smart bulbif song go onmany time not play say keep play song,0.227,positive
2992,much need gadget smart home,0.2071,positive
2309,much satisfy price range awesome product,0.75,positive
2584,much work do work amazon prime,0.1,positive
954,muje ye pasand nahi aaya kyunki advertise original bahut fark hai,0.375,positive
1066,multi sound issue short voice catch alexa if kid talk alexa continue will hang multi song not avilable alexa,0.1333,positive
849,mush useful product but song selection choice not good enough,-0.0167,negative
3992,music,0,neutral
911,music loud hard recognise command,-0.0958,negative
507,music play echo dot doesnt always pick call word youll either close speak loudly product really good sound quality also pretty good will update month use,0.385,positive
3151,music quality reaction time bang,0,neutral
3353,must buy,0,neutral
418,must buy product but ill suggest buy discount go find lil expensive but still worth buy anyway year kid enjoy talk alexa play songs whole family love,-0.125,negative
211,must buy product love music busy schedule live alone think ur heart dont need anyone if alexa present uits useful every age group understand hindi language accurately nd lovable thing alexa lot qualities butim mention con depend upon situationsu need broadband connection wifi device fully utilize feature listen u internet worksnd second thing power supply no battery inside itthats reason return itgo n im sure youll love,0.2351,positive
2468,must buy product offer price get combo wipro smart,0.2143,positive
3496,must buy product smart people,0.2143,positive
2526,must device home skills superv work fine,0.4167,positive
1243,must house like family member,0,neutral
2369,must own thing smart people,0.2143,positive
2271,must product but bite lag sound quality,0.4,positive
952,must product kid will love enjoy alexa service,0.45,positive
117,must product room understand english hindi question query better google home also sound quality excellent compare bluetooth feature come handy notification lightblinking also great way better build quality previous generations feature skills also available alexa app include alexacalling broadcast feature mic also responsive bass speaker sufficient mediumsized room issue manual button top taste look ugly although if look not priority best buy smartspeaker segment today,0.3236,positive
2728,must rounder worthy value,0.3333,positive
1907,must try gadget work awesome recognise kid voice also,1,positive
1897,na,0,neutral
3904,na,0,neutral
4044,na,0,neutral
3652,nc,0,neutral
3858,necessery product everyonits funpleasure easy lifestyle,0.4333,positive
1461,need accurate software use practical life,0.45,positive
2153,need add fm tube connectivity,0,neutral
1664,need build battery,0,neutral
515,need call alexa atleast time will response,0,neutral
2515,need collaboration s,0.5,positive
1179,need connect againworst dont wife connection,0,neutral
1971,need connect also need wifi connection literally disappoint product many time not connect bluetooth also,-0.125,negative
3038,need feature product ac price echo device,0.5,positive
681,need get subscription service without cant even play song cant connect call indian contact us number valid alexa,0,neutral
3671,need high bandwidth internet fir smoooth function rest product nice,0.38,positive
2726,need improve answer join multiple query,0,neutral
1080,need improve hindi knowledge every time alexa say muje nahi pata think ask english reply,0,neutral
2018,need improve understand devise upgrade program,0,neutral
1858,need improve voice recognition sound quality good overall product worth thank amazon,0.362,positive
1891,need improvement,0,neutral
2333,need improvement alexa assistance,0,neutral
3876,need improvement response say always sorry dont know,-0.5,negative
3279,need improvements,0,neutral
622,need improvements like sometimes alexa get hang give no response sometimes response late go come back toilet playlist large but still not enoughstill overall unique product good featuresbut still hop one day ill give star product,0.1062,positive
176,need integrate kannada fm channel news channel play ajtak news headlineswe dont option change name alexa if add new feature plus point themapart worth buy,0.1455,positive
345,need keep connect plug time not like portable wireless speaker carry around carefree fact not clearly advertisedimplied market yet product sound quality alexas ability understand english partly indian accent absolutely brilliant qualities surpass expectations,0.3125,positive
956,need know cutie,0,neutral
3477,need latest update,0.5,positive
588,need literally shout get attention songs play need change also software experience bite creepy overall could get good package but voice recognition need improve poor smart speaker segemnt market,-0.0185,negative
178,need lot improvements not play songs directly mobile echo dot not browse songs apps gaana saavn prime music accept voice command play music would better if type song play doesnt recognize lot songs voice command need high speed internet function properly not recognize voice command song play cant mute song play despite con still pretty handy product,0.23,positive
1512,need operate offline also especially basic command like control home automation devices configure,0,neutral
2355,need plug timenot happycan b replace,0,neutral
79,need provide battery backup carry anywhereit need play songs randomly also like youtube instead ask play might feature may unaware second comment ignore if iti return want play songs bathroom no electric connection,-0.1667,negative
1832,need refinement but good entertainer,0.7,positive
214,need review echo dot smooth function not train voice etc auto family integrate smart bulb smooth worth money especially if want enjoy music connect smart devices home,0.2755,positive
3175,need search result section,0.5,positive
2108,need skills integrationsneeds smartness,0.5,positive
2676,need smart responseproduct awesomeneed work search algo need response like google assistant,0.3571,positive
3624,need sound bass,0.25,positive
2901,need voice record feature,0,neutral
59,nephew love first surprise could answer never end question attach guess also relieve dont get bug sort question know research find answer use pda himselfupdatei order second one another nephews bday great product introduce technology kid,0.33,positive
3944,never buy echo dot bits voice recognisation bad,-0.91,negative
2287,never expect much sound device simply amaze,0.35,positive
2149,never imagine usefulness product day day life reasonable price,0.2,positive
2941,never mind others say really amaze one buy,0.6,positive
103,never realise alexa amaze purchase oneif proper wifi connection homeif smart devices controllable electronics alexa must device go month experience hand free way perform multiple task alexa incredible device software everyday use speakers really great price pay go iti purchase unite worth,0.3349,positive
2491,never recommend others,0,neutral
92,never see dumb device life remember small piano devices parent use give us years old whatever ask stereotype answer play desire song irritate part never know want play instead play fix song list no matter ask play also also doesnt songs filter genere mood etc opinion dont waste money mobile far useful things expect alexa,-0.0232,negative
3458,never see speaker like echo dot best small speaker category,0.375,positive
3474,never work get not work condition want replace,0,neutral
2714,new echo dot not instal not switch,0.1364,positive
514,new generation echo dot not good amazon claimsi think generation better generation almost aspects mic top cant use feets away but generation use feets,0.4766,positive
3831,new product not work,0.1364,positive
2195,new user alexa but honestly feedback use awesome,0.5788,positive
3552,nhice,0,neutral
1051,nice,0.6,positive
1060,nice,0.6,positive
1385,nice,0.78,positive
2006,nice,0.6,positive
2181,nice,0.6,positive
2238,nice,0.6,positive
2300,nice,0.78,positive
2306,nice,0.6,positive
2438,nice,0.6,positive
2536,nice,0.6,positive
2585,nice,0.78,positive
2770,nice,0.78,positive
2792,nice,0.6,positive
2884,nice,0.6,positive
2920,nice,0.6,positive
3003,nice,0.6,positive
3017,nice,0.78,positive
3036,nice,0.78,positive
3053,nice,0.6,positive
3060,nice,0.6,positive
3085,nice,0.6,positive
3122,nice,0.78,positive
3144,nice,0.6,positive
3270,nice,0.6,positive
3368,nice,0.78,positive
3424,nice,0.78,positive
3440,nice,0.6,positive
3483,nice,0.6,positive
3584,nice,0.6,positive
3586,nice,0.6,positive
3607,nice,0.6,positive
3613,nice,0.6,positive
3660,nice,0.6,positive
3676,nice,0.6,positive
3718,nice,0.78,positive
3788,nice,0.6,positive
3807,nice,0.6,positive
3812,nice,0.6,positive
3851,nice,0.6,positive
3865,nice,0.6,positive
3884,nice,0.6,positive
3900,nice,0.6,positive
3970,nice,0.78,positive
3980,nice,0.6,positive
4005,nice,0.6,positive
4023,nice,0.78,positive
4041,nice,0.78,positive
4050,nice,0.6,positive
4054,nice,0.78,positive
4094,nice,0.6,positive
4101,nice,0.6,positive
4123,nice,0.6,positive
2960,nice alexa,0.6,positive
3696,nice alexa,0.6,positive
2888,nice amazon echo im heppy,0.6,positive
3316,nice assistant,0.78,positive
3441,nice assistant but not fully control fire stick,0.6,positive
4126,nice awesome,0.8,positive
3399,nice beautiful sound wifi signal good,0.6375,positive
3480,nice bluetooth smart speaker,0.4971,positive
3001,nice but im tell one song sing one songs,0.6,positive
331,nice but not user friendly,0.4875,positive
2980,nice but problem time dont understand ask,0.3667,positive
1456,nice but require amezon prime costly rs charge without amezon prime songs not play,0.4,positive
3688,nice but sometimes alexa not able hear cant react,0.175,positive
2411,nice but speaker not clear atory tell,0.275,positive
3804,nice but voice recogination command weak,0.1125,positive
3265,nice cache voice mts bas well,0.6,positive
2922,nice deliver time but trouble connect wifi take much time but ok good product need update,0.4133,positive
2548,nice device,0.6,positive
2463,nice device but songs start single song multiple time,0.1762,positive
2434,nice device keep entertain every time sound quality best,0.6667,positive
2519,nice device kid well parent ask anything device,0.78,positive
3116,nice device mom call mini robot nice sound quality improve language nice device,0.55,positive
3495,nice device not expensive,0.05,positive
4082,nice echo device,0.6,positive
1133,nice echo dot powerful sound,0.4333,positive
2351,nice entertainment device,0.6,positive
3137,nice experience,0.6,positive
3861,nice experience,0.78,positive
2915,nice experience alexa,0.6,positive
2908,nice get love,0.3667,positive
2357,nice go head,0.78,positive
1658,nice happy,0.79,positive
3829,nice helpful,0.49,positive
3994,nice home tq amount value mony,0.6,positive
1068,nice kid enjoy,0.55,positive
1159,nice kid love but sound look like bite low,0.3667,positive
3320,nice like friend good choice,0.845,positive
889,nice like much,0.52,positive
2116,nice not need review go purchase nice domestic product,0.46,positive
2268,nice one,0.6,positive
2816,nice one,0.6,positive
3379,nice one,0.6,positive
3841,nice one,0.6,positive
3958,nice one amaze sound,0.5333,positive
867,nice one but no local radio channel not play particular song many songs name overall worth buy bring fo smart bulb,0.2544,positive
1839,nice one easy use also sound good single room use,0.4124,positive
152,nice one enjoy but voice recognition still require improve amazon time recognise u but time doesnt but felt still alexa require improve google assistance google much faster much informative alexa many time say sorry dont know,0.25,positive
1311,nice one sound quality voice recognition good get amazon great indian festival smart bulb good product,0.569,positive
1182,nice perfect echo,0.89,positive
2599,nice performance,0.78,positive
2380,nice performance but amazon would improve quality sound bite,0.5,positive
2489,nice pretty good might worth buy,0.4625,positive
1171,nice product,0.6,positive
1239,nice product,0.6,positive
1715,nice product,0.6,positive
1818,nice product,0.6,positive
1877,nice product,0.6,positive
1898,nice product,0.6,positive
1952,nice product,0.6,positive
2587,nice product,0.6,positive
2657,nice product,0.6,positive
2737,nice product,0.6,positive
2741,nice product,0.6,positive
2811,nice product,0.6,positive
2839,nice product,0.78,positive
2891,nice product,0.6,positive
3087,nice product,0.6,positive
3147,nice product,0.6,positive
3231,nice product,0.6,positive
3284,nice product,0.6,positive
3357,nice product,0.6,positive
3444,nice product,0.6,positive
3448,nice product,0.6,positive
3497,nice product,0.78,positive
3519,nice product,0.6,positive
3604,nice product,0.78,positive
3609,nice product,0.6,positive
3632,nice product,0.6,positive
3662,nice product,0.6,positive
3748,nice product,0.6,positive
3846,nice product,0.6,positive
3862,nice product,0.78,positive
3897,nice product,0.6,positive
3917,nice product,0.6,positive
3972,nice product,0.6,positive
4003,nice product,0.6,positive
4014,nice product,0.6,positive
4032,nice product,0.78,positive
4064,nice product,0.78,positive
4067,nice product,0.6,positive
4090,nice product,0.6,positive
4106,nice product,0.6,positive
4130,nice product,0.6,positive
4138,nice product,0.78,positive
4155,nice product,0.6,positive
2436,nice product affordable price,0.6,positive
2090,nice product also work well nice voice alexa,0.4667,positive
3348,nice product amazon,0.6,positive
1728,nice product amazon impressive must buy,0.89,positive
809,nice product amazon work fine voice recognition good still hope become powerful sound nice bass good,0.4519,positive
3887,nice product awesome,0.89,positive
1515,nice product better speakers generationcontinuous development also add functionality,0.55,positive
3233,nice product but difficult install,0.05,positive
846,nice product but dont know lot many things improve like body structure sound quality good but time hack bluetooth connection problem device nice,0.596,positive
382,nice product but less options term music like devotional like tube although comparison youtube not perfect youtube plateform run users base collection,-0.0479,negative
765,nice product but no power backup everytime neet plug point use improvise power pack sound id good clarity,0.5667,positive
2177,nice product but one negative point work wire shiuld wireless,0.16,positive
4109,nice product but sometime bluetooth connectivity make problem,0.6,positive
2139,nice product but sometimes not recognise voice,0.6,positive
1220,nice product but sound quality not good,0.2436,positive
2450,nice product buy item no need purchase music system,0.6,positive
1769,nice product clear voice nd sound quality alexa integration goodbest single roomsatishfy awesome productbut box damage whn dellivered,0.4057,positive
304,nice product especially come deal good time pass although might many feature like songs light smart bulbssound tend get distort max volumeintegration easycan user friendly hindi command increasedvoice recognition excellentoverall nice productpurchase if get deal,0.3964,positive
553,nice product especially get deal get buy smart bulb overall satisfy worth get,0.269,positive
1879,nice product expect,0.25,positive
3314,nice product facinating,0.6,positive
1870,nice product good performance use since last three months,0.5033,positive
647,nice product good sound quality help buyers detail connectivity tell connect hotspotbut great assistant,0.58,positive
4040,nice product great product,0.79,positive
1982,nice product helpful work thank,0.4,positive
1124,nice product home,0.6,positive
3625,nice product if plan buy definitely buy,0.39,positive
2118,nice product listen call nicely better gf,0.55,positive
1988,nice product lot information,0.6,positive
3203,nice product love amazon time delivery,0.55,positive
2242,nice product love itbut improve information everything compare google homemany things alexa dont know google home know every information,0.64,positive
518,nice product love much make life happier listen various songs music,0.39,positive
3529,nice product need one but wish price,0.39,positive
2341,nice product nice product,0.78,positive
4070,nice product nice voice happy get,0.6667,positive
1820,nice product offer bundle feature sound quality good overall product best,0.4967,positive
425,nice product order big billion day sale get wipro smart bulb free speaker sound loud clear dont go size produce sound loud enough fill small room sound clear alexa feature also helpful bond smart bulb easy follow instructions give instruction manual come product will do without hassle overall nice product thank u amazon,0.2518,positive
1395,nice product overall but sometimes cant recognise voice integration enable devices bite slow plz improve alexa app,0.0888,positive
2427,nice product price,0.6,positive
2042,nice product price sound quality crestal clear,0.325,positive
3996,nice product quality sound,0.5,positive
3679,nice product satisfy sound bite lessoverall like,0.525,positive
3333,nice product small elegant,0.2833,positive
2344,nice product sound awesome,0.6667,positive
1134,nice product sound quality average but price amaze,0.3625,positive
4146,nice product sound quality good,0.5667,positive
2270,nice product sound quality good book ola order zomato,0.6967,positive
2927,nice product sound quality powerful,0.585,positive
2202,nice product take time get attach internet volume really nice overall nice product,0.45,positive
4087,nice product thank amazon,0.49,positive
2861,nice product time pass,0.78,positive
2824,nice product totally worth,0.45,positive
1460,nice product use always wifi area better,0.55,positive
2012,nice product use days completely addict,0.06,positive
2701,nice product value money,0.6,positive
1882,nice product value moneykid also enjoy,0.5,positive
3057,nice product voice portability excellent,0.8,positive
3782,nice product way,0.6,positive
2007,nice productenjoying alexa,0.6,positive
3250,nice productnice stilli like itthanks amazon,0.6,positive
2418,nice products,0.78,positive
3482,nice products,0.6,positive
3828,nice products but need good speed internet wifi,0.65,positive
426,nice products but not google add google add alexa add google information others aap information sach voice smart spaker nice alaxa spaker ganration brand amazon brand amaze voice product nice buy days beautiful voice,0.6324,positive
600,nice productsound quality good easy operate design goodcons no battery options not take outside without plugin power supply,0.4333,positive
1452,nice productvalue moneystill find difficulty voice integrationit recognise every ones voice family,0.6,positive
1365,nice productvery useful,0.45,positive
3249,nice productvoice recognition superbsound quality good baa exelent,0.65,positive
2842,nice purchase,0.6,positive
2250,nice quality,0.6,positive
3408,nice quality,0.78,positive
3524,nice recognition gud voice quality volume level,0.6,positive
2894,nice show pic,0.6,positive
1306,nice skill require hindi languagehope amazon will,0.64,positive
2388,nice smart speaker,0.4071,positive
2703,nice sound,0.6,positive
3596,nice sound,0.5,positive
2802,nice sound base voice recognition also good,0.225,positive
1908,nice sound qualityhigh bassnice voice recognitionsometimes alexa not answer well satisfy,0.5,positive
2043,nice sound qualitythanks amazon quick deliveryvoice recognition not good,0.2458,positive
3173,nice speaker,0.6,positive
319,nice speaker voice recognition fine keep us busysound quality marvellous problem get power failure device take long time reconnect wifi wifi change process bite difficult,0.0929,positive
3428,nice speakers worth,0.45,positive
990,nice specially baby always look mobile tv,0.4786,positive
3494,nice useful product,0.54,positive
3908,nice valuable moneyi recommend buy black colour,0.3067,positive
1681,nice value money,0.78,positive
1261,nice voice understand hindi english useful even control compatible devices voiceloving,0.2162,positive
2358,nice voiceenjoy but without wifi didnt play,0.6,positive
2482,nice work,0.6,positive
3959,nice work,0.6,positive
3521,nice work but need improve voice recogonition,0.6,positive
2732,nicebut cant connect aux,0,neutral
2420,nicebut no battery,0.2,positive
803,niceit work properlyalexa take comonds properly sound quality goodvalue moneyi suggest every one buy,0.3,positive
3926,niece use alexa learn,0,neutral
1120,nightmare try connect doesnt work spotify state,0,neutral
2462,nit much good expect not worthy price,0.1444,positive
1347,nive device sound quality good price rnage get make wirth great indian festival get great deal,0.4714,positive
1659,no,0,neutral
2621,no,0,neutral
3889,no,0,neutral
1123,no alternative give,0,neutral
361,no battery backup discourage device need pair every time power go off add disadvantage,0.5,positive
737,no battery backup need connect electricity every time maximum things alexa will say sorry dont know not able connect wynk music apps no much options not able connect google search,-0.245,negative
2065,no battery backup provide external battery backup carry echo dot wherever go,0,neutral
645,no battery backup provision alexawithout battery like spot beautiful moon,0.85,positive
533,no bluetooth connectivity phone thats give star useless play songs smartphone device no battery spend but no battery no bluetooth return,-0.5,negative
610,no c port power no bettery inbuilt cant move not portable device expect return reason rest good but not recommend,0.2,positive
3630,no comment,0,neutral
3269,no comparison google home mini voice recognition not great,0.8,positive
3490,no complaint,0.15,positive
2307,no complaints,0,neutral
1075,no dolby atmos stream via amazon musicno youtube music integration echo dotfirestick echo dot integration nearly do,0.05,positive
1798,no doubt best,1,positive
2740,no doubt product quality superb nice,0.8,positive
4026,no good voice recognition lack data,-0.35,negative
2068,no inbuilt battery,0,neutral
3451,no light run,-0.2,negative
2761,no longer use not compatable,0,neutral
4134,no mean purchase mostly time play opposite want,0.25,positive
1844,no much tamil relate thing,0.1,positive
1241,no need review aware if alexa,0.25,positive
671,no need review magical device go easy fun loud easy home automation device,0.3533,positive
1011,no negative point alexa,0.15,positive
3659,no normal use,-0.075,negative
2877,no not connect essay,0,neutral
3508,no play list every time need command,0,neutral
1745,no point buy gadget if bo battery backupalexa poor,-0.4,negative
2892,no regional languagevery bad,-0.4125,negative
1487,no sound replace warranty,-0.2,negative
3224,no use,0,neutral
3943,no use simply waste,-0.2,negative
351,no word good device super happy deal amazon offer prime day sale get amaze price along smart bulb sound quality speaker beyond basic average trust no speaker give quality like one integration smart assistant make ice cake best deal get till date thank amazon,0.4112,positive
2339,no word say alex alex tahat,0,neutral
1666,noise clear but mic sound strain stream live old room look small,0.0883,positive
605,non responsive play anything choice,0.6,positive
3059,none,0,neutral
2517,noone,0,neutral
3235,nor use,0,neutral
3156,not able check command,-0.25,negative
2948,not able connect alexa app,-0.25,negative
3074,not able connect bluetooth phone lead light not work,0.075,positive
2986,not able connect wifi thus not work properly,-0.125,negative
698,not able even power power off inch mi tv but could pair sony home theatre play music,-0.25,negative
3576,not able integrate alexa enable devices,-0.25,negative
3835,not able recognise voice apart not connect bluetooth,-0.25,negative
1278,not able remember music library,-0.25,negative
1863,not act fast not recognise voice not connect internet quickly,0.1778,positive
2642,not answer command,0,neutral
3735,not bad,0.35,positive
1872,not bad actually amaze,0.475,positive
3501,not bad but expect better integration,0.25,positive
1624,not battery,0,neutral
3560,not battery carry along use bluetooth speaker,0,neutral
4076,not best but good price order,0.85,positive
773,not buy alexa enable device can not setup multiple account unlike google if wife brother use device request will make via account bad,-0.455,negative
3,not buy product ask alexa kashmir part country say chinaboycott alexa,0,neutral
2084,not buy product bad user experience not connect wifi,-0.91,negative
2924,not charge defective piece need replacement,0,neutral
1390,not clear give accurate answermany time repeat things think thats not right things,0.069,positive
4002,not compatible android tv dont buy waste money,-0.2,negative
748,not complete music play need tell song singer select one song less information work available wiki amazon music kid rhyme also limit,0.0124,positive
1501,not conected wi fi amazon alexa tacnition tell server problem hours wait m return,0,neutral
2817,not connect,0,neutral
1247,not connect device use alexa app check youtube also follow rule video go nearby mobiles store but also cant plz reply tell,0,neutral
3755,not connect device worry buy product,0.2,positive
3976,not connect firetv,0,neutral
4021,not connect iphone try time much disappoint worst application alexa,-0.875,negative
1964,not connect phone,0,neutral
1147,not connect properly phone connection problem wrost product,0,neutral
924,not connect require firetv but firetv use account though name different two firetvs,-0.0417,negative
1777,not connect smart tv bose multiple attempt give not play anything outside amazon apps eg youtube etc poor voice recognition quality,-0.0464,negative
3589,not contain battery always need plug connection,0,neutral
114,not criticize product but hope help improve quality futurethe speaker quality good will give star starsbut question understand ability worst if question ask give irrelevant answersit answer simple qustions like whats time whats name like if want play desire songs local language tell alexa atleast time understand get exact song but not return product back like audio output sound much,0.032,positive
210,not even fit south indians even add tamil skillsmost tamil telegu songs unable understand best options train kid english rhyme songs,0.225,positive
1808,not even month two weeks not work not even power doesnt music track well,0,neutral
1427,not expect,-0.1,negative
2800,not expect,-0.1,negative
3167,not expect,-0.1,negative
3574,not expect always require power connection not connect mobile network,-0.1,negative
720,not expect huge bundle pack price price get top notch speaker smart although alexa wont answer question but value money thing voice quality something rely upon room fill amount base need,0.0629,positive
1014,not expect take prime music,-0.1,negative
2664,not expect time will not recognize song ask play need improve specs use software update,0.2,positive
2983,not expectedno value money,0,neutral
3208,not fast voice capture,-0.1,negative
625,not find alexa much understandable eg ask play song maine dil se kaha movie rog sing kk cant happen song yesudas ka karoon sajni main hawa hoon hussain brothers lot examples therecan anybody help command correctly alexa lot limitations case useless product,0.0853,positive
3402,not find anything wrong alexa dot good product,0.1,positive
2543,not function well capabilities alexa always standard answer dont know,-0.1,negative
2900,not get connect easily,0.4333,positive
1380,not good,-0.35,negative
2783,not good,-0.35,negative
3669,not good,-0.35,negative
3681,not good,-0.35,negative
3767,not good,-0.35,negative
3888,not good,-0.35,negative
4089,not good,-0.35,negative
4137,not good,-0.35,negative
869,not good command understand google much btr need work section also try incorporate youtube well songs available,0.1875,positive
302,not good compare older versionsi first version awesome take command recognise voice far like charm but one many time dont recognise voice even if sit next not happy device flaw also like play next songit actually doesnt stop song play like second,0.1451,positive
2279,not good many days not work need different version best alexa device rs cost,0.2875,positive
4020,not good product need return back,-0.175,negative
1166,not good require continuous wifi connection cant connect mobile data not possible wifi connection time no battery inside also need continuous power supply,0.35,positive
3598,not good response,-0.2692,negative
136,not good think iteven not work accord expectationswhenever ask order somethingalexa didnt perform even doesnt know common locations alexa doesnt know common songs singer n albums totally worthless task nd biggest issue face alexa last thing alexa doesnt satisfy expectations totally guy either improve skills take suggestionqueries nd issue lightlyit depend guysyou take note humble request joke but seriously not joke one well wisher not judge,-0.2081,negative
3478,not good zero percent quality no sound quality nothing dont buy,-0.275,negative
2383,not great product buy waste money,-0.3,negative
3056,not great useful product,0.3667,positive
2866,not happy,-0.4,negative
3736,not happy,-0.4,negative
4071,not happy,-0.4,negative
2269,not happy charge nahin aaya,-0.4,negative
2319,not happy ok,0.0962,positive
54,not happy ok product not catch things fast add amazon prime would work better if sink tube google along add new feature off old newanother annoy thing keep give entire description ex song movie can not put offits go not want want,0.0152,positive
1280,not happy product,0.8,positive
914,not happy product local fm tune not possible youtube connectivity not possible without subscription red play music integrate device also not possible unhappy,-0.1686,negative
85,not happyits work limit appits not work tube search enginemany songs doesnt understand itoverall not good experience,-0.1821,negative
356,not inbuilt battery plug time operate worst part devicegenerally will get sound quality inbuild battery price alaxa cant use travel no inbuilt battery,-0.2,negative
1019,not integrate audiblecom search title audiblecom hence not play anything audible,0,neutral
3468,not interactive expect half time play totally unrelated things,-0.0889,negative
614,not interest voice hindi set compeleted always demand hostpot if u purchase product u keep two mobile one router u will operate way sound quality best one feedback always depend power one negative point view,0.2583,positive
2123,not intrested no sound clarity,-0.2,negative
1403,not like not recognise voice casesgot feel lose money if u r lucky work time able play amazon music work device,0.4167,positive
2458,not mark,0,neutral
146,not mention description not run battery wont work travel unless connect plug point run power adapter return,0,neutral
572,not much compatible recognise voice little complicate,-0.1625,negative
2758,not much content availablelimited song selection but recognize daughter voice also,-0.1,negative
2880,not much efficient,-0.1,negative
3642,not much telugu language support no telugu songs play,-0.1,negative
3210,not much thing docan better,0.35,positive
3929,not much usable,-0.1,negative
1741,not much use timepass,0.2,positive
2516,not much useful think,0.3,positive
2147,not normal user,0.15,positive
3773,not per expect,-0.1,negative
2105,not play radio channel not understand skills useless dumb,-0.4375,negative
962,not portable require time chargingnot user friendly,0.375,positive
2117,not portable use plug power source use could better if battery inbuilt,0.5,positive
1099,not product expect limit automationfound google home assistant impressive alexas music quality damn good but voice control coordination overall search criteria not satisfyingreturned item,0.4257,positive
3995,not quantity but quality music,0,neutral
3663,not receive smart bulb along echo dot kindly check revert,0.4071,positive
1600,not recognise message not deliver things u want,0,neutral
1188,not recognise voice nd volume low wastage money,0,neutral
932,not recognize voice always difficulty plugin,0,neutral
3582,not respond sometime cant two action wait till first action complete,0.15,positive
477,not respond us volume doesnt hell lot info make understand n want play us still improve many ways not advance,0.1,positive
2815,not satisfy,-0.25,negative
3860,not satisfy,-0.25,negative
3222,not satisfy product,-0.25,negative
3747,not satisfy product,-0.25,negative
829,not satisfy product sense voice slow not user friendly,-0.0883,negative
1923,not satisfy result query poor output quality sound awesome,0.1875,positive
3080,not smart,0.2143,positive
450,not smart speaker time will say sorry dont know will ask refer amazon page helpi will suggest google smart speaker much better alexa seem scrap alexa amazon shop tool listen customers suggest products buy,0.1845,positive
2502,not support music sit unable recognize say,-0.5,negative
